2022-01-20 19:10:51,434 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-01-20 19:10:51,514 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-01-20 19:10:51,517 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-01-20 19:10:51,518 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-01-20 19:10:51,543 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-01-20 19:10:51,545 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-01-20 19:10:51,546 INFO  SwAddin.cs: 201 - Setting up command manager
2022-01-20 19:10:51,548 INFO  SwAddin.cs: 204 - Adding command manager
2022-01-20 19:10:51,554 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-01-20 19:10:51,555 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-01-20 19:10:51,556 INFO  SwAddin.cs: 210 - Adding event handlers
2022-01-20 19:10:51,675 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-01-20 20:53:34,238 INFO  SwAddin.cs: 294 - Assembly export called for file robot_start_lkw
2022-01-20 20:53:34,240 INFO  SwAddin.cs: 299 - Save is required
2022-01-20 20:53:34,241 INFO  SwAddin.cs: 313 - Saving assembly
2022-01-20 20:53:34,243 INFO  SwAddin.cs: 316 - Opening property manager
2022-01-20 20:53:34,308 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_start_lkw
2022-01-20 20:53:34,320 INFO  ExportHelperExtension.cs: 1136 - Found 16 in robot_start_lkw
2022-01-20 20:53:34,322 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_start_lkw
2022-01-20 20:53:34,323 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-20 20:53:34,326 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-01-20 20:53:34,328 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_start_lkw.STEP-1
2022-01-20 20:53:34,329 INFO  ExportHelperExtension.cs: 1136 - Found 18 in robot_start_lkw.STEP-1
2022-01-20 20:53:34,330 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_start_lkw.STEP-1
2022-01-20 20:53:34,330 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_start_lkw
2022-01-20 20:53:34,331 INFO  ExportHelperExtension.cs: 1136 - Found 16 in robot_start_lkw
2022-01-20 20:53:34,332 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_start_lkw
2022-01-20 20:53:34,332 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-20 20:53:34,333 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-01-20 20:53:34,334 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_start_lkw.STEP-1
2022-01-20 20:53:34,335 INFO  ExportHelperExtension.cs: 1136 - Found 18 in robot_start_lkw.STEP-1
2022-01-20 20:53:34,336 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_start_lkw.STEP-1
2022-01-20 20:53:34,916 INFO  SwAddin.cs: 339 - Loading config tree
2022-01-20 20:53:34,924 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-01-20 20:53:34,930 INFO  SwAddin.cs: 344 - Showing property manager
2022-01-20 20:54:00,162 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-01-20 20:54:09,712 INFO  SwAddin.cs: 294 - Assembly export called for file robot_start_lkw
2022-01-20 20:54:09,713 INFO  SwAddin.cs: 299 - Save is required
2022-01-20 20:54:09,713 INFO  SwAddin.cs: 313 - Saving assembly
2022-01-20 20:54:09,714 INFO  SwAddin.cs: 316 - Opening property manager
2022-01-20 20:54:09,714 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_start_lkw
2022-01-20 20:54:09,715 INFO  ExportHelperExtension.cs: 1136 - Found 16 in robot_start_lkw
2022-01-20 20:54:09,715 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_start_lkw
2022-01-20 20:54:09,716 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-20 20:54:09,716 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-01-20 20:54:09,717 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_start_lkw.STEP-1
2022-01-20 20:54:09,718 INFO  ExportHelperExtension.cs: 1136 - Found 18 in robot_start_lkw.STEP-1
2022-01-20 20:54:09,718 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot_start_lkw.STEP-1
2022-01-20 20:54:09,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_start_lkw
2022-01-20 20:54:09,720 INFO  ExportHelperExtension.cs: 1136 - Found 16 in robot_start_lkw
2022-01-20 20:54:09,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_start_lkw
2022-01-20 20:54:09,721 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-01-20 20:54:09,722 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-01-20 20:54:09,722 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot_start_lkw.STEP-1
2022-01-20 20:54:09,723 INFO  ExportHelperExtension.cs: 1136 - Found 18 in robot_start_lkw.STEP-1
2022-01-20 20:54:09,723 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot_start_lkw.STEP-1
2022-01-20 20:54:09,827 INFO  SwAddin.cs: 339 - Loading config tree
2022-01-20 20:54:09,828 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-01-20 20:54:09,831 INFO  SwAddin.cs: 344 - Showing property manager
2022-01-20 20:55:22,504 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2022-01-20 20:55:22,589 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-01-20 20:55:29,382 INFO  SwAddin.cs: 294 - Assembly export called for file robot_start_lkw
2022-01-20 20:55:29,383 INFO  SwAddin.cs: 299 - Save is required
2022-01-20 20:55:29,384 INFO  SwAddin.cs: 313 - Saving assembly
2022-01-20 20:55:29,385 INFO  SwAddin.cs: 316 - Opening property manager
2022-01-20 20:55:29,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot_start_lkw
